Formula,RT,Mass,Cpd,Antibase ID,CAS
C25H32O7,,444.2148,Andibenin A,287,72746-68-0
C25H30O6,,426.2042,Andibenin B,288,60451-42-5
C25H30O5,,410.2093,Anditomin,289,79874-93-4
C34H53N1O7,,587.3822,Angiolam A,290,99267-41-1
C46H77N1O17,,915.5192,Angolamycin; Shincomycin-A; PA-148; R-491-A; R-903,291,1402-83-1
C11H13N5O4,,279.0968,Angustmycin A; Decoynin; Decoyinine; Angstomycin; U-7984; A14,292,4/8/04
C22H18O8,,410.1002,Anhydro-e-pyrromycinone,293,75983-71-0
C17H17N3O3,,311.127,Anhydromazethramycin,294,68373-93-3
C14H19N1O4,,265.1314,Anisomycin; Flagecidin; NSC-76712; PA-106; Ahygroscopin-A; SA-3097,295,22862-76-6
C36H50N2O8,,638.3567,Ansatrienin B; T23II; (+)-Mycotrienin II,296,80111-48-4
C64H78N10O10,,1146.5902,Antamanide,297,16898-32-1
C21H14O8,,394.0689,Anthracyclinone 58G,298,79638-25-8
C16H17N3O4,,315.1219,Anthramycin; RO-5-9000; Refuin; PBA,299,4803-27-4
C82H127N17O20,,1669.9443,Antiamebin I; Antiamoebin; Stilbellin,300,12692-85-2
C35H56O13,,684.3721,Antibiotic C35H56O13,301,
C26H31N1O9,,501.1999,Antibiotic Y,302,75410-65-0
C22H18O8,,410.1002,Antibiotic Zg; Quinone Zg,303,63972-30-5
C9H13N1O4,,199.0845,Anticapsin; A-19427; AA-1,304,28978-07-6
C28H40N2O9,,548.2734,Antimycin A1b; Antipiriculin; Levoristatin; Virosin; 720A,305,116095-18-2
C27H38N2O9,,534.2577,Antimycin-A2B,306,27220-57-1
C26H36N2O9,,520.2421,Antimycin A3b; Blastmycin,307,522-70-3
C25H34N2O9,,506.2264,Antimycin A4b,308,27220-59-3
C24H32N2O9,,492.2108,Antimycin A5,309,27220-60-6
C23H30N2O9,,478.1951,Antimycin A6,310,27220-61-7
C27H44N10O6,,604.3445,Antipain,311,37691-11-5
C27H45N9O11,,671.3239,Antrimycin Av,312,82534-67-6
C29H49N9O11,,699.3552,Antrimycin B,313,82518-60-3
C28H47N9O11,,685.3395,Antrimycin Bv,314,
C30H51N9O11,,713.3708,Antrimycin C; 5-L-Norvalineantrimycin,315,82534-66-5
C29H49N9O11,,699.3552,Antrimycin Cv,316,
C31H53N9O11,,727.3865,Antrimycin D; Cirratiomycin A,317,82518-58-9
C30H51N9O11,,713.3708,Antrimycin Dv,318,82518-59-0
C28H47N9O11,,685.3395,Antrimycin; Antrimycin A; Cirratiomycin B,319,80801-26-9
C55H72N12O14,,1124.5291,AO 341A; LL-A-0341-A,320,37217-50-8
C55H72N12O15,,1140.524,AO 341B; LL-A-0341-B,321,
C25H23N5O6S1,,521.1369,Apalcillin,322,63469-19-2
C20H34O4,,338.2457,"Aphidicolin; 3a,16,17,18-Aphidicolanetetrol; ICI-69533",323,38966-21-1
C30H38N4O11,,630.2537,Apicycline,324,15599-51-6
C40H60B1O14,,764.3983,Aplasmomycin; Aplasmomycin A,325,61230-25-9
C60H87N1O25,,1221.5567,Aponatamycin,326,60395-06-4
C21H41N5O11,,539.2803,Apramycin; Nebramycin II; EL-857; 47657; BU-2026-B1,327,37321-09-8
C27H28O12,,544.1581,Aranciamycin; SM-173-A; NSC 369226,328,72389-06-1
C36H55N1O13,,709.3673,Arenamycin B; LIA 0732B; Deepoxy-hydroxyetruscomycin; P-42-B,329,51449-09-3
C12H21N5O1,,251.1746,Arglecin,330,34098-41-4
C11H19N5O1,,237.159,Argvalin,331,52159-72-5
C81H82Cl4N8O30,,1786.3891,Aridicin A; Ardacin A; AAD-216,332,
C82H84Cl4N8O30,,1800.4048,Aridicin B; Ardacin B,333,
C83H86Cl4N8O30,,1814.4204,Aridicin C; Ardacin C,334,
C11H15N5O3,,265.1175,Aristeromycin,335,13190-75-5
C11H14N4O3,,250.1066,Aristeromycin M,336,98873-79-1
C15H24O3,,252.1725,Armillol,337,82120-02-3
C10H13N1O5,,227.0794,Arogenate; Arogenic acid; Pretyrosine,338,53078-86-7
C16H24N4O3,,320.1848,Arphamenine A,339,85713-14-0
C80H112N2O37,,1692.6944,Arugomycin,340,88465-80-9
C25H28O6,,424.1886,Arugosin A,341,27503-36-2
C25H28O6,,424.1886,Arugosin C,342,50875-10-0
C25H28O7,,440.1835,Arugosin D,343,55826-58-9
C13H18Cl1N7O7S1,,451.0677,Ascamycin; RK-647A,344,91432-48-3
C36H52N8O6S2,,756.3451,Ascidiacyclamide,345,86701-12-4
C15H16O5,,276.0998,Ascochitine; Ascochytin,346,5/2/15
C23H29Cl1O4,,404.1754,Ascochlorin; Ilicicolin D; LL-Z 1272g; Ascochlorin-a; ICI-232573,347,26166-39-2
C18H12O5,,308.0685,Ascocorynin,348,6172-48-1
C23H31Cl1O5,,422.186,Ascofuranol,349,51759-79-6
C14H16N2O5S1,,324.078,Asparenomycin C; PA 39504X3,350,81018-71-5
C37H58Fe1N9O16,,884.4002,Asperchrome B1,351,91198-21-9
C33H52Fe1N9O15,,814.3583,Asperchrome D1,352,
C33H52Fe1N9O15,,814.3583,Asperchrome D2,353,
C33H52Fe1N9O15,,814.3583,Asperchrome D3,354,
C41H64Fe1N9O17,,954.442,Asperchrome E,355,94234-11-4
C25H28N4O5,,464.206,Aspercolorin,356,29123-52-2
C10H17N3O8,,307.1016,Aspergillomarasmine A,357,3484-65-9
C9H14N2O8,,278.075,Aspergillomarasmine B; Lycomarasmic acid,358,3262-58-6
C9H12O4,,184.0736,Asperlactone,359,76375-62-7
C31H29N5O4,,535.222,Asperlicin,360,93413-04-8
C10H12O5,,212.0685,Asperline; U 13933,361,30387-51-0
C14H21N1O4,,267.1471,Aspersitin,362,86996-89-6
C23H32O4,,372.2301,Asperugin C,363,33514-96-4
C24H32O5,,400.225,Asperugin; Asperugin A,364,2102-72-9
C16H14O5,,286.0841,Asperxanthone; Flavasperone; TMC-256C2,365,3566-99-2
C24H35N1O4,,401.2566,Aspochalasin C; Aspochalasin RT9,366,72401-79-7
C23H36N4O4,,432.2737,Aspochracin,367,22029-09-0
C21H27N5O7S1,,493.1631,Aspoxicillin,368,63358-49-6
C15H22O4,,266.1518,Aspterric acid,369,67309-95-9
C27H28O5,,432.1937,Aspulvinone A,370,55215-32-2
C27H28O5,,432.1937,Aspulvinone B,371,55215-33-3
C27H28O7,,464.1835,Aspulvinone F,372,55215-39-9
C17H12O6,,312.0634,Aspulvinone G,373,55215-40-2
C27H28O5,,432.1937,Aspulvinone H,374,57744-69-1
C22H20O5,,364.1311,Aspulvinone I,375,
C40H48O4,,592.3553,"Astacin; Astacene; ,-Carotene-3,3',4,4'-tetraone",376,514-76-1
C26H30O8,,470.1941,Astellolide A; Parasiticolide A,377,55778-98-8
C23H30O7,,418.1992,Asteltoxin,378,79663-49-3
C9H12O5,,200.0685,Astepyrone,379,86925-92-0
C22H24N2O5S2,,460.1127,Asteroxepin,380,
C17H16O8,,348.0845,Asterric acid; Dimethylosoic acid; TAN-1415A; WF-12880A; RES-1214-1,381,577-64-0
C24H18N2O4,,398.1267,Asterriquinone-D; IFO 8835-18,382,78723-19-0
C33H30O7,,538.1992,Asticolorin A,383,93376-70-6
C33H28O9,,568.1733,Asticolorin C,384,93395-44-9
C31H34N2O7,,546.2366,Asukamycin; AM 1042; Manumycin-F,385,61116-33-4
C23H23N3O2,,373.179,Aszonalenin; NSC-374337,386,81797-27-5
C28H40O5,,456.2876,Aszonapyrone A,387,83103-08-6
C5H7Cl1N2O3,,178.0145,"AT 125; (aS,5S)-Acivicin; NSC 163501; U 42126; (aS,5S)-a-Amino-3- chloro-2-isooxazolynyl-5-acetic acid; U-42",388,52583-41-2
C15H17F1N4O3,,301.1301,AT 2266,389,74011-58-8
C34H35Cl1N4O9,,678.2093,AT 2433 A1,390,
C33H33Cl1N4O9,,664.1936,AT2433 A2,391,
C34H36N4O9,,644.2482,AT2433 B1,392,
C33H34N4O9,,630.2326,AT2433 B2,393,
C41H51N1O15,,797.3259,Auramycin A,394,78173-92-9
C41H49N1O15,,795.3102,Auramycin B,395,78173-91-8
C35H43N1O13,,685.2734,Auramycin C,396,83753-71-3
C29H33N1O10,,555.2104,Auramycin D,397,82002-76-4
C41H53N1O15,,799.3415,Auramycin F,398,83829-32-7
C19H14N4O2,,330.1117,Auranthine,399,
C63H88N12O16,,1268.6441,Aurantin I,400,
C62H86N12O16,,1254.6285,Aurantin II,401,
C61H84N12O16,,1240.6128,Aurantin III,402,
C27H20N2O9S1,,548.089,Aurantioemestrin,403,
C32H26O10,,570.1526,Aurasperone A; Aurosperone A,404,15085-74-2
C31H28O12,,592.1581,Aurasperone C,405,41689-66-1
C31H24O10,,556.137,Aurasperone D,406,67924-64-5
C32H28O11,,588.1632,Aurasperone E; Fonsecinone D,407,71722-01-5
C22H23Cl1N2O8,,478.1143,Aureomycin; Chlorotetracycline; Biomycin; Duomycin,408,57-62-5
C22H23N1O6,,397.1525,Aureothin; Distacin; Distacyne; Mycolutein; JA-2814-K; 2814-K; 74-a,409,2825-00-5
C9H10N2O2S2,,242.0184,Aureothricin; Propionylpyrrothione; Homofarcinicin; 4738-A; M-6-62A,410,574-95-8
C19H22O3,,298.1569,Auroglaucin,411,41451-81-4
C25H32O8,,460.2097,Aurovertin B; NSC 329699,412,55350-03-3
C26H34O8,,474.2254,Austalide B,413,81543-02-4
C26H36O8,,476.241,Austalide H,414,96817-10-6
C27H34O8,,486.2254,Austalide I,415,96817-08-2
C25H32O7,,444.2148,Austalide J,416,87833-51-0
C25H32O5,,412.225,Austalide K,417,87833-53-2
C19H13Cl1O6,,372.0401,Austocystin A,418,55256-58-1
C22H20O7,,396.1209,Austocystin B,419,55256-57-0
C17H10O7,,326.0427,Austocystin F,420,55256-56-9
C18H11Cl1O7,,374.0193,Austocystin G,421,58775-49-8
C22H18O7,,394.1053,Austocystin H,422,58775-50-1
C18H12O7,,340.0583,Austocystin I,423,58775-51-2
C49H74O14,,886.5079,Avermectin A1a; C 076A1a,424,65195-51-9
C48H72O14,,872.4922,Avermectin A1b; C 076A1b,425,65195-52-0
C49H76O15,,904.5184,Avermectin A2a; C 076A2a,426,65195-53-1
C48H74O15,,890.5028,Avermectin A2b; C 076A2b,427,65195-54-2
C48H72O14,,872.4922,Avermectin B1a; 5-O-Demethylavermectin A1a; C 076B1a,428,65195-55-3
C47H70O14,,858.4766,Avermectin B1b; C 076B1b,429,65195-56-4
C48H74O15,,890.5028,Avermectin B2a; C 076B2a,430,65195-57-5
C47H72O15,,876.4871,Avermectin-B2b; C-076-B2b,431,65195-58-6
C61H90Cl2O32,,1404.4792,Avilamycin C,432,69787-80-0
C16H19N3O6,,349.1274,AX-1; Albomitomycin-A,433,
C16H19N3O6,,349.1274,AX-2; Isomitomycin A,434,
C50H92O21,,1028.6131,Axenolide,435,41744-51-8
C78H126O30,,1542.8334,Axenomycin B; FI 2604B,436,41975-84-2
C66H103N17O16S1,,1421.7489,Ayfivin; Bacitracin A,437,22601-59-8
C55H93N3O17,,1067.6505,Azalomycin F3a; Azalomycin F3; LIA-0111-III,438,85113-97-9
C57H97N3O17,,1095.6818,Azalomycin F5a; Azalomycin F5,439,85113-99-1
C21H18O6,,366.1103,Derrubone,440,
C5H7N3O4,,173.0437,Azaserine; Serine diazoacetate ester; O-Diazoacetyl-(L)-serine; NSC-742; 40816,441,115-02-6
C6H8N4O2,,168.0647,Azepinomycin,442,89354-15-4
C61H84N12O16,,1240.6128,Azetomycin I; 3A(3B)-(2-Acetidinecarboxylic acid) actinomycin D; AZEt-1; NSC-244392; Actinomycin azet I,443,59519-94-7
C16H17N5O4S1,,375.1001,Azidocillin,444,17243-38-8
C49H80N8O15,,1020.5743,Azinothricin,445,
C20H23N5O6S1,,461.1369,Azlocillin,446,37091-66-0
C44H59N13O23,,1137.3847,Azotobactin,447,39748-05-5
C17H23N7O8,,453.1608,Azotomycin; Diazamycin-B; Duazomycin-B; BA-8509-B; NSC-5664; 1719; Diazomycin-B,448,7644-67-9
C13H17N5O8S2,,435.0519,Aztreonam; Azthreonam; Monobactam; SQ 26776,449,78110-38-0
C21H27N3O7S1,,465.157,Bacampicillin,450,50972-17-3
C21H32N2O5,,392.2311,Baciferacin; B17,451,59494-01-8
C49H76N10O15,,1044.5492,Bacillomycin D1; Raubitschek substance,452,76012-17-4
C50H77N11O15,,1071.5601,Bacillomycin F1,453,81689-97-6
C46H71N9O17,,1021.4968,Bacillomycin L1; Landy substance,454,64052-26-2
C47H73N9O17,,1035.5124,Bacillomycin L2; Landy substance,455,64052-26-2
C48H75N9O17,,1049.5281,Bacillomycin L4; Landy substance,456,64052-26-2
C48H75N9O17,,1049.5281,Bacillomycin L5; Landy substance,457,64052-26-2
C26H18O9,,474.0951,Bacillosporin B,458,76706-62-2
C26H18O10,,490.09,Bacillosporin C,459,76706-63-3
C28H20O10,,516.1057,Bacillosporin-A; BAC-A,460,76706-61-1
C12H18N2O5,,270.1216,Bacilysin; Tetaine; Bacillin; KM-208,461,29393-20-2
C22H34N2O6,,422.2417,Baciphelacin,462,57765-71-6
C66H98N16O17S1,,1418.7017,Bacitracin F; Bacitracin-X,463,22601-63-4
C20H31N3O6S1,,441.1934,Bacmecillinam,464,50846-45-2
C14H20Cl2N2O6,,382.0698,Bactobolin A; Bactobolin; NSC 325014; 3-Dichloromethylactinobolin; BN-183-B; Y-12278,465,72615-20-4
C17H25Cl2N3O7,,453.107,Bactobolin-B; Alanylbactobolin,466,74141-68-7
C14H20Cl2N2O5,,366.0749,Bactobolin-C; Y-14556,467,74141-69-8
C35H58O9,,622.4081,Bafilomycin A1,468,88899-55-2
C36H60O9,,636.4237,Bafilomycin A2,469,88899-54-1
C45H67N1O13,,829.4612,Bafilomycin B2,470,88907-48-6
C39H60O12,,720.4085,Bafilomycin C1; L-681110 A1,471,88979-61-7
C40H62O12,,734.4241,Bafilomycin C2; L-681110 A2,472,88979-60-6
C35H56O8,,604.3975,3-D-5; Bafilomycin-D; Tubaymycin,473,98813-13-9
C38H62O10,,678.4343,Bafilomycin D2,474,93460-68-5
C40H64O11,,720.4449,Bafilomycin D2'; Diacetylbafilomycin-A2,475,90042-92-5
C44H65N1O13,,815.4456,Bafilomycin E,476,98813-12-8
C39H62O11,,706.4292,Bafilomycin-D1'; Diacetyl-bafilomycin-A1,477,88899-57-4
C37H60O10,,664.4187,Bafilomycin-D1; Monoacetylbafilomycin-A1,478,88899-58-5
C17H28N10O7,,484.2142,Bagougeramine A,479,
C24H44N12O7,,612.3456,Bagougeramine B,480,
C28H40N6O9,,604.2857,Bamycetin; Bamicetin; Noramicetin; Antibiotic-D,481,43043-14-7
C16H14Br1N3O2,,359.0269,Barettin,482,
C6H5N1O3,,139.0269,Basidalin; 4-Amino-5-(formylmethylene)-2(5H)-furanone,483,82501-56-2
C23H25N1O5,,395.1733,Bassianin,484,54278-73-8
C48H84N4O12,,908.6086,Bassianolide,485,64763-82-2
C34H30Br4N4O8,,937.8797,Bastadin 1,486,75513-48-3
C34H30Br4N4O8,,937.8797,Bastadin 3,487,79067-77-9
C34H25Br5N4O8,,1011.7589,Bastadin 4,488,79067-76-8
C34H27Br5N4O8,,1013.7746,Bastadin 5,489,79067-75-7
C34H26Br6N4O8,,1091.6851,Bastadin 6,490,79067-74-6
C34H26Br4N4O8,,933.8484,Bastadin 7,491,79067-73-5
C34H43N1O13,,673.2734,Baumycin A1; F4B; Baunomycin,492,64314-28-9
C34H41N1O14,,687.2527,Baumycin B1; F5B,493,64253-72-1
C28H29N1O11,,555.1741,Baumycin C1; F7B,494,63084-42-4
C28H31N1O11,,557.1897,Baumycin C2; F4C,495,64479-55-6
C33H35N1O13,,653.2108,BBM 2478A; Elsamicin A; BMY-28090 A; Elsamitrucin,496,97068-30-9
C45H57N3O9,,783.4095,Beauvericin,497,26048-05-5
C30H47N3O5,,529.3516,Beauverolide A,498,75920-37-5
C31H49N3O5,,543.3672,Beauverolide B,499,75947-02-3
C31H49N3O5,,543.3672,Beauverolide Ba; Isarolide A,500,13594-27-9
C35H49N3O5,,591.3672,Beauverolide C,501,75899-64-8
C35H49N3O5,,591.3672,Beauverolide Ca; Isarolide C,502,13594-29-1
C28H43N3O5,,501.3203,Beauverolide D,503,75899-63-7
C29H45N3O5,,515.3359,Beauverolide E,504,75947-01-2
C29H45N3O5,,515.3359,Beauverolide Ea,505,75899-62-6
C33H45N3O5,,563.3359,Beauverolide F,506,75947-00-1
C33H45N3O5,,563.3359,Beauveriolide IX; Beauverolide Fa,507,75899-61-5
C27H41N3O5,,487.3046,Beauverolide H,508,62995-90-8
C29H45N3O5,,515.3359,Beauverolide I,509,62995-91-9
C35H46N4O5,,602.3468,Beauverolide Ja,510,76265-41-3
C37H50N4O5,,630.3781,Beauverolide Ka,511,76265-42-4
C35H42N2O9,,634.289,Benzanthrin A,512,
C16H18N2O4S1,,334.0987,Benzylpenicillin; Penicillin-G; Penicillin-II; Parasticin,513,61-33-6
C51H51N15O15S1,,1145.341,Berninamycin-A; U-27810; Berninamycin,514,58798-97-3
C16H24N2O4,,308.1736,Bestatin,515,58970-76-6
C21H34O5,,366.2406,Betaenone A; EA-C-2,516,85269-22-3
C21H36O5,,368.2563,Betaenone B; EA-B-DG-14,517,85269-23-4
C21H36O6,,384.2512,Betaenone D,518,88899-16-5
C20H34O4,,338.2457,Betaenone E,519,88899-17-6
C12H18N2O7,,302.1114,Bicyclomycin; Aizumycin; Bicozamycin; WS-4545; 5879,520,38129-37-2
C20H14O8,,382.0689,Bikaverin; Lycopersin; Mycogonin; Passiflorin; Fungal vacuolation factor,521,33390-21-5
C23H28N4O8,,488.1907,Biphenomycin A; WS 43708A; LL-AF-283a,522,95485-50-0
C23H28N4O7,,472.1958,Biphenomycin B; WS 43708B; LL-AF283a1,523,
C18H14N2O4,,322.0954,Bipolaramide,524,82220-76-6
C52H64N12O14S2,,1144.4106,Biquinazomycin,525,11076-90-7
C26H51N7O12,,653.3596,"Bis(1,2'-N,N-(4-amino-2-hydroxy-1-oxo-butyl))-3',4'-dideoxykanamycin B",526,
C22H16O6,,376.0947,Bisanhydroaklavinone; Galirubinone-B1; MA-144-F,527,1055-56-7
C17H14O7,,330.074,Bisdechlorogeodin,528,59092-96-5
C14H14N2O5S1,,322.0623,Bisnorpenicillin V,529,27565-67-9
C28H34O8,,498.2254,Bisvertinol,530,
C28H34O8,,498.2254,Bisvertinoquinol,531,79950-83-7
C47H80O16,,900.5446,BL-580d; LL-BL-580d; 2-Demethylseptamycin,532,76363-43-4
C17H26N8O5,,422.2026,Blasticidin-S; Cytovirin; NSC-91770; A83094C,533,2079-00-7
C35H46N6O4,,614.3581,Blastmycetin A,534,
C17H23N3O4,,333.1689,Blastmycetin B,535,
C54H82N18O21S2,,1382.5343,Bleomycin A2'-a; N'-(4-Aminobutyl)bleomycinamide,536,73666-81-6
C53H80N18O21S2,,1368.5187,Bleomycin A2'-b; N'-(3-Aminopropyl)bleomycinamide,537,41138-53-8
C55H79N19O21S2,,1405.5139,Bleomycin A2'-c; N'-(2-(1H-Imidazol-4-yl)ethyl)bleomycinamide,538,62960-69-4
C50H73N17O21S2,,1311.4608,Bleomycin B1'; Bleomycinamide,539,41138-54-9
C54H81N17O21S3,,1399.4955,Bleomycin DMA2; Demethylbleomycin A2,540,41089-03-6
C54H81N17O22S3,,1415.4904,Bleomycin-A1; NSC-125066,541,58995-26-9
C55H84N17O21S3,,1414.519,Bleomycin-A2; Zhenggutangmycin A2; NSC-146842; Zhengguangmycin-A2,542,11116-31-7
C57H89N19O21S2,,1439.5922,Bleomycin-A5; Bleomycetin; Pingyanmycin; Pingyangmycin,543,11116-32-8
C60H96N20O21S2,,1496.65,Bleomycin-A6; Zhengguangmycin A6; Boanmycin; Pingyangmycin A6; Boningmycin; Z-893,544,37293-17-7
C55H84N20O21S2,,1424.5561,Bleomycin-B2; Phleomycin-D2; Zhengguangmycin-B2; Dehydrophleomycin-D1,545,9060-10-0
C60H95N23O21S2,,1537.6514,Bleomycin-B4; Phleomycin-F; Dehydrophleomycin-E; CU-BT-5,546,11/1/60
C65H106N26O21S2,,1650.7467,Bleomycin-B6; Phleomycin-G',547,73666-80-5
C18H22N6O5S1,,434.1372,BLP 1654,548,28889-87-4
C21H39N5O14,,585.2494,Bluensomycin; Bluensin; Glebomycin; S-438; U-12898,549,11011-72-6
C25H45N6O13P1,,668.2782,BMG 59-R2,550,90119-88-3
C19H24N6O5S2,,480.125,BMY 28142,551,88040-23-7
C14H18N2O3,,262.1317,Bohemamine,552,72926-12-6
C45H73B1N1O15,,867.498,Boromycin; Ivomycin; A-28829,553,34524-20-4
C28H43N1O6,,489.309,Borrelidin; Treponemycin; C-2989,554,7184-60-3
C16H16O8,,336.0845,Bostrycin; Rhodosporin,555,21879-81-2
C15H20O2,,232.1463,Botrydienal,556,97165-23-6
C7H12O3,,144.0786,Botryodiplodin,557,27098-03-9
C41H60N8O7S1,,808.4306,Bottromycin B2,558,11044-38-5
C40H60N8O7S1,,796.4306,Bottromycin-B1; Amethobottromycin-B,559,10421-52-0
C9H13N3O6,,259.0804,Bredinine; Mizoribine,560,50924-49-7
C49H70O13,,866.4816,Brevetoxin A; GB-1 toxin; T46 Toxin,561,98112-41-5
C50H70O14,,894.4766,Brevetoxin B; Toxin GB-2; T-34 toxin; T-47 toxin; Brevetoxin PbTx-2,562,79580-28-2
C49H69Cl1O14,,916.4376,Brevetoxin C; Brevetoxin PbTx-8,563,82983-92-4
C21H23N3O3,,365.1739,Brevianamide C,564,38136-68-4
C21H25N3O3,,367.1896,Brevianamide E,565,23454-27-5
C61H87N15O18,,1317.6354,Brevistin; 342-14-I,566,59979-14-5
C8H10Br1N1O5S1,,310.9463,Bromosulbactam,567,75527-87-6
C22H23Br1N2O8,,522.0638,Bromotetracycline; Bromodechlorotetracycline,568,4572-56-9
C28H30O11,,542.1788,Bruceantarin,569,41451-76-7
C28H36O11,,548.2258,Bruceantin,570,41451-75-6
C30H38O13,,606.2312,Bruceantinol,571,53729-52-5
C26H34O11,,522.2101,Bruceine A,572,25514-31-2
C23H28O11,,480.1632,Bruceine B,573,25514-29-8
C28H36O12,,564.2207,Bruceine C,574,25514-30-1
C21H26O10,,438.1526,Bruceolide,575,25514-28-7
C32H42O16,,682.2473,Bruceoside B,576,69687-69-0
C26H32O11,,520.1945,Bruceosin,577,63744-82-1
C26H32O11,,520.1945,Brusatol,578,
C47H68O17,,904.4457,Bryostatin 1; NSC 339555,579,83314-01-6
C45H66O16,,862.4351,Bryostatin 2,580,87745-28-6
C46H64O17,,888.4144,Bryostatin 3,581,87370-86-3
C46H70O17,,894.4613,Bryostatin 4,582,91523-82-9
C44H66O17,,866.43,Bryostatin 5; NSC 362616,583,
C43H64O17,,852.4144,Bryostatin 6; NSC 362617,584,
C41H60O17,,824.3831,Bryostatin 7; NSC 362619,585,
C45H68O17,,880.4457,Bryostatin 8,586,
C43H64O17,,852.4144,Bryostatin 9,587,102604-78-4
C16H30N2O6S1,,378.1825,BU 2545,588,75007-09-9
C16H29N3O14S2,,551.1091,Bulgecin A; -Lactam activator F2,589,92953-54-3
C17H29N3O13S1,,515.1421,Bulgecin B; F6,590,95863-86-8
C14H24N2O12S1,,444.105,Bulgecin C; -Lactam activator F3; F3,591,92953-56-5
C25H33N1O7,,459.2257,Bundlin A; Lankacidin C; Lankavacidin; T 2636C; A 20338N1,592,23623-31-6
C10H14N2O1,,178.1106,Bupicomide,593,22632-06-0
C22H45N5O12,,571.3065,Butikacin; UK 18892,594,59733-86-7
C16H33N5O8,,423.2329,Butirosamine; Z-1159-3,595,50474-68-5
C21H40N4O13,,556.2592,Butirosin 1709E2; BU-1709-E2,596,66749-41-5
C21H41N5O12,,555.2752,Butirosin A; Ambutyrosin A; C1-642; BU-1709-A1,597,34291-02-6
C21H41N5O12,,555.2752,Butirosin B; Ambutyrosin B; BU-1709-A2,598,34291-03-7
C21H40N4O13,,556.2592,Butirosin BU-1709-E1,599,54333-82-3
C21H41N5O11,,539.2803,Butirosin BU 1975C1; 4'-Deoxybutirosin,600,52760-38-0
C21H41N5O11,,539.2803,Butirosin BU 1975C2,601,53185-10-7
C4H2O4,,113.9953,Butynedioic acid; Acetylenedicarboxylic acid; Ethynedicarboxylic acid,602,142-45-0
C24H24O7,,424.1522,Butyrolactone I; Olomoucin; Aspernolide C,603,87414-49-1
C19H16O7,,356.0896,Butyrolactone II,604,87414-44-6
C24H24O8,,440.1471,Butyrolactone III,605,87414-45-7
C18H20O6,,332.126,Byssochlamic acid,606,743-51-1
C13H16N2O6S1,,328.0729,C 19393E5; PA 31088-II; Epithienamycin B sulfoxide; Desulfo-MM 4550,607,83310-72-9
C19H28N4O8S2,,504.1349,"C-43219; C-43-219; 3-(2-Amino-2-carboxy-1,1-dimethylethyl)-thiomethyl-7-(S-amino-5-carboxypentamido)-3-cephem-4-carboxylic acid",608,60857-71-8
C12H14N4O7,,326.0863,Cadeguomycin; 7-Carboxy-7-deazaguanosine,609,81645-08-1
C26H41N7O14S3,,771.1874,Cadystin A,610,86220-45-3
C18H29N5O10S2,,539.1356,Cadystin B; Phytochelatin,611,95014-75-8
C12H11N3O3,,245.08,Caerulomycin-B; Cerulomycin-B,612,68560-29-2
C13H13N3O3,,259.0957,Caerulomycin-C; Cerulomycin-C,613,68560-30-5
C19H21N3O7,,403.138,Caerulomycin-D,614,67857-43-6
C12H11N3O2,,229.0851,Caerulomycin; Caerulomycin-A; Cerulomycin,615,21802-37-9
C15H26O2,,238.1933,CAF 603,616,105772-90-5
C9H14N2O4,,214.0954,Cairomycin A; Cyclo(aspartylleucyl),617,78859-46-8
C10H15N3O3,,225.1113,Cairomycin B,618,62901-99-9
C29H37N3O6,,523.2682,Calcimycin; A-23187,619,52665-69-7
C9H7N3O3,,205.0487,Calvatic acid methylester,620,54723-09-0
C8H5N3O3,,191.0331,Calvatic acid; p-Carboxyphenyl-azoxycyanide,621,54723-08-9
C50H81N4O15P1,,1008.5436,Calyculin A,622,
C23H13N3O2,,363.1008,Candidine; Qingdainone,623,97457-31-3
C53H79N1O20,,1049.5195,Candidoin,624,65776-69-4
C15H14O7,,306.074,Canescin-A; Malignin-A; Canescin,625,24219-64-5
C35H38O10,,618.2465,Capoamycin; Capomycin; AC-54,626,97937-29-6
C25H44N14O7,,652.3517,Capreomycin-IB; 6-L-Alaninecapreomycin IA,627,33490-33-4
C19H32N12O6,,524.2568,Capreomycin-IIB,628,
C25H44N14O8,,668.3467,Capreomycin; Capromycin; Caprolin; Capatstat; Capostatin; Capreomycin-IA; A-250-II; 29275,629,11003-38-6
C30H40N2O6,,524.2886,Capsimycin; N 461,630,70694-08-5
C17H18N2O6S1,,378.0886,Carbenicillin; a-Carboxybenzylpenicillin; Geopen (di-Na salt); Utilicin (di- Na salt); Pyopen (di-Na salt); BRL 2064 (di-Na salt); CP 156392 (di-Na salt),631,4697-36-3
C42H67N1O15,,825.4511,Carbomycin-B; Magnamycin-B,632,21238-30-2
C42H67N1O16,,841.446,Carbomycin; Carbomycin-A; Magnamycin-A; Deltamycin-A4; NSC-51001; PA-97; 3628; WC- 3628; M-4209,633,4564-87-8
C23H22N2O6S1,,454.1199,"Carfecillin; a-Phenoxycarbonylbenzylpenicillin, Carbenicillin phenyl",634,27025-49-6
C26H26N2O6S1,,494.1512,Carindacillin; a-(5-Indanyloxycarbonyl)benzylpenicillin; Carbenicillin indanyl; Geocillin; Carindapen; CP 15464,635,35531-88-5
C26H27N1O10,,513.1635,Carminomycin I; Carminomycin-1; Carubicin; Carminomycin; O-Demethyldaunomycin; Figaroic acid; K-753; 4-O-Demethyl Feudomycin B,636,50935-04-1
